Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCY06,OUT035,2072.61
FDE52,OUT035,1432.6809
NCB54,OUT045,2057.6887
NCF31,OUT035,2491.1372
FDJ08,OUT027,5158.171
NCC07,OUT017,1699.5945
NCD19,OUT027,1637.6603
FDL46,OUT049,1914.5249
FDM20,OUT045,3953.6013
NCI06,OUT010,497.8644
DRM11,OUT035,4094.3857
NCH07,OUT018,2299.8782
FDS23,OUT013,2127.5647
FDO49,OUT018,633.1575
FDS35,OUT049,1079.0474
DRK39,OUT045,1347.1425
DRI39,OUT049,925.0673
FDV04,OUT017,2610.982
NCN14,OUT035,3141.4937
FDH08,OUT013,3876.3474
FDS20,OUT046,3147.3884
FDV40,OUT049,1262.3478
FDZ48,OUT010,322.88992
FDS24,OUT027,2438.1125
FDK44,OUT049,2905.0823
FDS48,OUT045,2484.1885
FDK26,OUT010,583.006
FDD23,OUT045,3147.3884
NCH54,OUT017,2610.982
NCP14,OUT010,322.88992
FDM60,OUT010,67.84234
FDV24,OUT017,2486.6807
FDH08,OUT018,3431.7332
FDS12,OUT027,3262.928
FDR39,OUT027,4827.45
FDP12,OUT027,1069.125
DRF60,OUT027,6090.565
FDC09,OUT035,1699.5945
FDF50,OUT018,2867.3533
FDG28,OUT035,3944.3171
NCE19,OUT017,939.66815
NCM53,OUT010,322.88992
NCN18,OUT049,1787.1716
FDF32,OUT035,3246.9807
FDF11,OUT013,3932.4695
DRI59,OUT049,3772.2131
NCG54,OUT035,2742.0352
FDM44,OUT046,1680.2169
FDT57,OUT018,3462.2874
FDV24,OUT046,2467.3027
FDI50,OUT019,594.1417
FDS09,OUT035,867.786
NCC31,OUT027,3841.217
FDQ07,OUT019,579.0593
FDC22,OUT017,3166.7664
FDZ56,OUT046,2754.8726
FDZ40,OUT019,159.10797
FDS46,OUT027,2997.3918
DRD24,OUT045,2160.0178
FDV45,OUT017,3229.771
FDL26,OUT045,2467.3027
FDA56,OUT018,1786.5898
FDN27,OUT046,1727.2092
FDM20,OUT049,3966.8535
FDO16,OUT017,1374.9954
FDL03,OUT035,3169.2524
FDE58,OUT046,1884.3871
FDI02,OUT027,2994.9365
NCC55,OUT019,67.84234
FDR03,OUT018,3188.2307
FDB14,OUT017,1541.4991
FDR45,OUT013,3932.4695
NCN07,OUT017,2150.7703
FDM51,OUT019,327.34622
FDT52,OUT027,6067.2935
FDL26,OUT046,2467.3027
NCZ42,OUT046,3889.8452
DRI47,OUT019,368.23444
FDW40,OUT013,2143.132
FDN34,OUT046,2754.8726
FDS01,OUT035,2946.7202
NCG55,OUT045,1901.2727
FDC11,OUT035,1380.4523
FDX35,OUT018,3371.03
NCB06,OUT046,2591.604
FDR09,OUT019,656.23926
FDC53,OUT017,1565.9573
FDY45,OUT013,3999.5508
FDA22,OUT010,389.81592
FDE02,OUT035,1570.3796
FDW21,OUT045,1680.2169
FDV34,OUT046,1183.631
FDS59,OUT049,1693.4691
NCW17,OUT017,2089.4958
NCK54,OUT046,1901.2727
FDG17,OUT019,625.0045
FDG35,OUT017,2761.6313
FDD08,OUT010,47.895557
NCO07,OUT017,3582.7327
FDJ10,OUT010,359.52118
FDW36,OUT017,1695.1382
FDW21,OUT010,327.34622
FDY19,OUT017,1920.6503
DRE03,OUT013,790.6379
NCC55,OUT049,702.48145
FDH52,OUT010,176.83374
FDO09,OUT017,4053.5833
FDU43,OUT045,3832.222
FDX09,OUT010,443.48447
FDH40,OUT019,303.5354
FDW58,OUT017,1699.5945
FDC47,OUT017,3888.195
NCR41,OUT035,1537.0768
DRG49,OUT035,3944.3171
FDC52,OUT027,3832.7417
FDY13,OUT046,1192.5096
FDY35,OUT013,695.15283
FDI35,OUT017,3042.0645
NCU18,OUT049,2156.3843
FDY33,OUT018,2299.8782
FDC15,OUT027,4142.356
FDU01,OUT049,3094.7788
NCU42,OUT046,2754.8726
NCV29,OUT018,2652.1174
NCY30,OUT017,3169.2524
FDQ46,OUT049,1855.714
FDG58,OUT027,3824.3313
FDK33,OUT017,3535.2207
NCD07,OUT045,1884.3871
NCX29,OUT027,3824.3313
NCT42,OUT013,2460.0532
DRN59,OUT035,835.39545
FDI44,OUT035,1273.9915
FDA45,OUT049,2687.1523
FDP31,OUT045,901.6447
FDY01,OUT046,1884.3871
FDT09,OUT018,1860.9222
DRH03,OUT027,2524.4292
FDA36,OUT018,2851.2083
NCF31,OUT017,2486.6807
FDG14,OUT049,2485.0115
FDG28,OUT027,6067.2935
FDU14,OUT049,4012.6572
FDY47,OUT019,342.74042
FDI56,OUT049,1430.5746
DRD01,OUT013,926.3128
FDM22,OUT046,919.71234
FDH33,OUT013,690.69653
DRZ24,OUT013,1884.3871
NCQ38,OUT046,1680.2169
FDO16,OUT027,2301.221
FDU07,OUT027,3878.8813
NCB07,OUT013,3053.7678
FDU48,OUT045,2114.5066
NCM43,OUT045,2623.8193
FDR31,OUT010,316.5711
DRK49,OUT018,531.46967
NCI30,OUT010,527.6302
DRD60,OUT017,3042.0645
NCG19,OUT046,3773.609
FDH12,OUT035,1695.1382
FDM32,OUT035,1441.1562
FDM27,OUT035,2486.6807
NCU53,OUT027,3925.6921
NCQ18,OUT046,1599.6864
FDS10,OUT013,2875.7231
FDB33,OUT027,4197.97
FDI12,OUT013,1353.1588
NCW42,OUT013,3638.7263
NCC06,OUT018,1773.5319
FDW02,OUT017,2056.8853
NCD43,OUT017,1699.5945
FDM57,OUT018,1170.3622
FDA58,OUT017,3918.7493
FDK56,OUT046,3147.3884
FDP52,OUT045,3782.7268
FDW20,OUT018,1773.5319
FDS52,OUT049,1617.3949
NCT29,OUT018,1701.1614
NCL54,OUT013,2899.5835
FDC05,OUT045,3147.3884
FDF34,OUT035,3194.5251
FDP03,OUT027,3113.344
FDD32,OUT010,303.5354
FDZ10,OUT045,2070.118
FDZ40,OUT035,939.08997
FDD51,OUT018,543.3412
NCY30,OUT019,423.8552
FDP58,OUT017,3525.0068
FDV49,OUT017,4052.873
FDY24,OUT019,164.96277
NCO55,OUT017,1695.1382
FDR13,OUT017,1920.6503
FDS51,OUT017,1025.369
FDP26,OUT045,1667.2853
NCB54,OUT027,3355.5483
FDF32,OUT017,3166.7664
FDN31,OUT018,2847.5847
DRM48,OUT017,708.60693
FDN20,OUT049,2729.4316
DRL01,OUT046,3782.7268
FDV56,OUT049,1693.4691
DRH13,OUT027,2657.558
FDA03,OUT017,2469.6038
FDF47,OUT027,5644.8057
FDX32,OUT046,2467.3027
FDX57,OUT049,1559.8319
NCA30,OUT045,3053.7678
FDO49,OUT013,788.9248
FDL04,OUT019,322.88992
DRM48,OUT035,708.60693
FDR16,OUT013,3515.3674
NCC19,OUT018,2867.3533
NCE42,OUT045,3671.5552
FDY24,OUT017,939.66815
FDH19,OUT049,2898.6045
FDJ46,OUT013,2896.2866
FDN45,OUT010,501.37714
FDY08,OUT035,2146.9426
FDZ37,OUT035,1393.7872
NCT30,OUT045,816.0178
DRY23,OUT018,551.8165
NCZ30,OUT018,1762.4546
FDC44,OUT018,1683.7205
FDB45,OUT035,1525.531
FDY04,OUT013,2611.3901
FDM27,OUT046,2623.8193
FDZ43,OUT017,3965.449
FDT39,OUT019,358.35187
NCC06,OUT019,344.94986
FDL15,OUT027,3828.7878
FDL57,OUT017,4136.138
FDU08,OUT046,1604.1427
FDK40,OUT017,4052.873
FDQ12,OUT010,604.5316
FDS48,OUT017,2503.5664
FDP09,OUT045,3449.5056
FDW21,OUT049,1589.1345
FDY25,OUT035,3042.0645
DRE13,OUT017,1384.9086
FDV43,OUT019,67.84234
FDD22,OUT045,1842.4618
FDM46,OUT019,313.44858
NCO30,OUT010,487.61185
FDM25,OUT046,2891.83
NCN41,OUT049,2066.4844
FDU24,OUT045,1513.2429
FDZ50,OUT046,3147.3884
FDP45,OUT013,4123.7925
NCM54,OUT045,2057.6887
FDW10,OUT019,259.20844
FDP20,OUT017,2064.0083
FDK32,OUT046,2471.7593
FDN52,OUT049,1374.3269
FDM58,OUT045,1773.9194
FDZ46,OUT027,2921.938
NCA18,OUT018,1663.9518
FDD35,OUT046,2070.118
NCK31,OUT035,834.81726
FDI40,OUT027,2653.1016
FDT50,OUT019,333.8537
NCT06,OUT046,2623.8193
FDT31,OUT035,3169.2524
FDT45,OUT049,921.362
FDT13,OUT045,3175.1472
FDO50,OUT045,1426.201
NCU18,OUT010,359.52118
NCR54,OUT049,3160.6406
NCO18,OUT018,2652.1174
FDU09,OUT045,920.2905
FDT13,OUT018,2875.3435
FDE09,OUT046,1846.9181
NCK53,OUT019,322.88992
FDG45,OUT049,3526.4114
DRH15,OUT035,732.59955
FDO21,OUT019,594.27594
FDD14,OUT027,5061.8223
FDC09,OUT046,1680.2169
FDH45,OUT027,1139.1656
FDV32,OUT046,1065.7952
FDG12,OUT035,1896.515
FDS32,OUT013,2144.4504
NCL55,OUT018,3638.678
DRE01,OUT035,3944.3171
DRE15,OUT049,1263.847
NCL42,OUT045,3796.2246
FDP31,OUT013,880.2838
FDN33,OUT018,1352.2123
FDZ59,OUT046,2591.604
FDE45,OUT010,451.23773
FDJ07,OUT013,1901.2727
FDQ45,OUT018,2875.3435
FDM33,OUT027,5507.155
FDO15,OUT010,311.48544
FDM46,OUT013,1505.327
FDR03,OUT045,3543.1262
FDY49,OUT018,2479.6477
FDQ60,OUT045,1884.3871
FDW10,OUT049,2662.2297
FDO51,OUT049,734.3712
FDJ40,OUT018,1459.7816
FDS20,OUT018,2847.5847
FDU45,OUT013,1846.9181
FDV02,OUT035,2742.0352
FDN09,OUT046,3932.4695
NCM55,OUT027,5134.772
FDN23,OUT018,2155.8083
FDY31,OUT010,316.5711
FDW03,OUT010,327.34622
FDD14,OUT046,3053.7678
FDV23,OUT017,2072.61
DRI03,OUT045,2837.5996
FDN13,OUT035,1608.8755
FDF45,OUT027,1813.8193
FDU46,OUT035,1384.9086
FDB57,OUT049,3678.5925
FDV12,OUT049,1617.3949
FDQ58,OUT013,2484.1885
NCA18,OUT017,1903.7646
FDH52,OUT049,1019.2435
FDM24,OUT018,2155.8083
NCP43,OUT027,4843.8135
NCO18,OUT019,451.23773
FDM32,OUT017,1441.1562
NCL07,OUT017,708.02875
FDK03,OUT013,4189.8193
FDP59,OUT017,1521.0747
FDQ24,OUT049,4026.5188
FDQ16,OUT018,1553.4841
FDU44,OUT013,2591.604
FDH28,OUT010,67.84234
FDV28,OUT019,52.930008
FDM22,OUT045,919.71234
FDR56,OUT046,3147.3884
FDV39,OUT049,3188.3994
FDU37,OUT019,312.41406
FDQ11,OUT010,702.40497
FDX02,OUT045,3731.2021
NCS42,OUT018,1332.4436
FDY57,OUT027,2578.537
FDB21,OUT049,3939.0947
FDE28,OUT017,3888.195
FDQ55,OUT017,1920.6503
FDA48,OUT049,3744.4543
FDZ19,OUT045,2891.83
NCC43,OUT045,3818.8076
NCV18,OUT046,1351.1615
NCA42,OUT018,2312.325
FDY45,OUT046,4076.2712
NCC30,OUT045,2927.3423
FDM57,OUT013,1353.1588
FDL09,OUT010,379.60355
FDB09,OUT027,3317.478
FDT44,OUT035,1903.7646
NCT06,OUT027,4174.5713
FDX26,OUT049,3223.6453
FDK32,OUT013,2471.7593
DRA12,OUT046,2160.0178
FDO46,OUT010,552.7518
FDE52,OUT013,1349.1398
NCH42,OUT045,3864.434
FDV08,OUT035,722.94104
FDB47,OUT018,3160.472
FDC28,OUT010,322.88992
FDD22,OUT046,1884.3871
FDS07,OUT027,3047.4854
DRI13,OUT045,3513.1592
FDG32,OUT018,3340.5732
FDU14,OUT017,4076.394
FDD28,OUT019,159.10797
NCP41,OUT017,1793.297
FDS08,OUT049,2876.822
FDX47,OUT045,2599.684
FDC53,OUT019,327.34622
FDQ19,OUT035,3993.2078
FDL14,OUT045,2484.1885
FDM33,OUT019,566.51697
FDA51,OUT045,1875.9117
FDZ27,OUT018,634.87054
FDT04,OUT046,704.1416
DRC13,OUT049,2083.37
FDR16,OUT027,5282.412
FDQ03,OUT027,6090.565
FDE38,OUT035,2746.4917
DRH23,OUT027,1638.2384
FDT11,OUT019,583.006
FDD09,OUT035,2968.2524
FDR40,OUT045,1355.6178
FDX07,OUT017,3169.2524
FDR07,OUT035,1387.4375
FDA51,OUT017,1895.2893
FDT59,OUT019,632.29047
FDF20,OUT017,3194.5251
FDR13,OUT045,1901.2727
FDY26,OUT049,3462.7578
FDW04,OUT017,2146.9426
FDK52,OUT017,3840.3525
FDN60,OUT049,2604.8562
FDM09,OUT019,443.48447
FDP46,OUT049,1374.3269
FDB50,OUT019,312.41406
NCQ29,OUT049,4027.229
FDP16,OUT027,5972.0137
FDX33,OUT018,2299.8782
FDP07,OUT010,487.61185
FDN22,OUT046,3893.4937
FDF39,OUT049,4067.5847
FDS21,OUT017,1025.369
NCM42,OUT013,1680.2169
FDK50,OUT019,452.27426
DRF13,OUT027,3841.217
FDH35,OUT018,2272.3818
FDP60,OUT018,1379.2511
DRJ49,OUT027,3367.9775
NCT42,OUT019,370.0578
FDE38,OUT049,2740.366
FDI04,OUT049,3160.6406
NCH54,OUT045,2591.604
FDT56,OUT049,983.68365
DRD15,OUT018,3403.9744
FDV58,OUT013,2842.1277
FDP21,OUT049,3188.3994
FDH05,OUT013,3848.5886
FDR10,OUT027,4174.5713
NCP06,OUT045,2471.1304
FDF33,OUT049,1693.4691
DRK37,OUT013,3151.012
DRH49,OUT045,1355.6178
FDT58,OUT013,2722.6572
FDD41,OUT018,1455.3253
FDP40,OUT018,1553.4841
FDM51,OUT027,2657.558
FDO45,OUT010,313.44858
FDW33,OUT010,322.88992
FDY24,OUT045,919.71234
FDB10,OUT010,604.5316
FDM40,OUT035,2162.51
NCI06,OUT017,3014.3057
FDW12,OUT019,316.5711
FDX48,OUT027,3841.217
NCW05,OUT027,2703.1907
FDX27,OUT017,1553.0256
DRM37,OUT045,3147.3884
FDA38,OUT045,3866.5818
FDR36,OUT046,704.1416
FDZ45,OUT046,3147.3884
FDG05,OUT017,2610.982
FDK28,OUT013,4208.4873
FDV47,OUT045,1361.0747
FDN21,OUT045,2552.911
FDP20,OUT027,3308.8765
FDI35,OUT045,3022.6865
DRY23,OUT013,718.0797
FDA56,OUT017,2089.4958
FDB09,OUT013,2053.2322
NCO26,OUT027,2992.9353
FDQ49,OUT018,2093.2605
FDI52,OUT027,3249.8699
FDZ44,OUT027,3064.371
FDZ09,OUT018,2299.8782
FDY03,OUT049,1897.6393
NCG42,OUT017,2150.7703
DRI13,OUT027,5534.9136
FDQ32,OUT013,2057.6887
FDW16,OUT035,1441.1562
FDU27,OUT046,816.0178
FDR28,OUT010,452.27426
FDQ49,OUT010,399.74905
FDS37,OUT046,1901.2727
FDW26,OUT018,3365.846
FDX12,OUT018,3489.2637
NCP06,OUT013,2471.1304
FDW45,OUT010,351.34882
NCN30,OUT049,1530.9514
FDN24,OUT049,926.3965
NCL41,OUT027,1069.125
FDR02,OUT019,318.87085
FDD09,OUT010,525.62335
FDS33,OUT010,317.90488
FDU22,OUT045,1984.6891
FDI53,OUT013,2591.604
DRH01,OUT049,2847.2283
FDX32,OUT013,2143.132
NCP30,OUT018,531.46967
FDB60,OUT045,3175.1472
FDB14,OUT049,1535.3738
NCP02,OUT035,939.08997
FDJ10,OUT017,2162.51
FDG34,OUT046,1773.9194
NCB18,OUT017,1384.9086
FDM16,OUT049,1196.8832
FDW25,OUT018,1183.6971
FDB35,OUT010,313.44858
DRN11,OUT013,2143.132
FDF41,OUT019,684.114
FDH16,OUT045,1361.0747
NCQ50,OUT018,3121.0776
DRH23,OUT018,767.96564
DRJ37,OUT013,2467.3027
DRJ24,OUT027,5134.772
FDY16,OUT035,3141.4937
FDQ27,OUT045,1680.2169
FDZ33,OUT045,2467.3027
FDF29,OUT045,2144.4504
FDA08,OUT049,2609.3127
FDG31,OUT046,1065.217
FDE34,OUT019,552.7518
NCR30,OUT027,2146.6135
FDV33,OUT035,4052.873
DRZ24,OUT018,1718.047
NCL54,OUT035,2911.208
FDR12,OUT049,2937.2976
NCC54,OUT046,3849.7832
DRN59,OUT013,799.1132
FDX50,OUT019,314.41455
FDV31,OUT027,4609.882
NCA29,OUT027,4691.601
FDW60,OUT049,2888.199
FDX08,OUT017,3194.5251
DRD49,OUT013,3879.1428
FDD33,OUT046,3848.5886
FDW35,OUT013,695.15283
FDJ36,OUT017,1695.1382
FDV51,OUT035,2774.2505
FDW36,OUT046,1675.7606
FDH35,OUT046,2552.911
NCS30,OUT027,3201.5078
FDN49,OUT017,698.4185
FDL08,OUT018,3494.8513
FDI09,OUT013,3849.3362
FDP19,OUT018,1863.8053
FDU21,OUT010,52.930008
NCP41,OUT045,1680.2169
FDY10,OUT013,1846.9181
FDP12,OUT018,516.5574
NCN26,OUT049,1914.5249
FDK44,OUT013,2891.83
FDC28,OUT049,1689.0128
FDJ41,OUT027,6070.514
NCT29,OUT035,2072.61
NCH42,OUT019,582.22833
FDU60,OUT018,2439.7046
FDS02,OUT045,3147.3884
FDC51,OUT046,2061.6426
FDU03,OUT013,3053.7678
FDX39,OUT045,3515.3674
NCY05,OUT010,52.930008
NCL06,OUT027,5958.0225
FDD32,OUT035,1278.4478
NCN41,OUT045,2053.2322
NCX53,OUT049,2160.212
FDU57,OUT019,365.6015
FDQ23,OUT046,1680.2169
FDQ52,OUT045,4050.119
FDC14,OUT045,703.5634
FDY09,OUT035,2946.7202
FDQ28,OUT045,2467.3027
FDV25,OUT046,3731.2021
FDJ07,OUT035,1920.6503
DRB25,OUT049,1689.0128
FDK52,OUT019,501.37714
FDY52,OUT027,1816.5834
FDB28,OUT046,3147.3884
FDT36,OUT035,708.60693
FDV25,OUT017,3770.8086
NCN07,OUT027,3354.9194
FDC57,OUT017,3141.4937
FDQ03,OUT018,3434.5286
FDU23,OUT017,2774.2505
NCX41,OUT035,3527.493
NCD06,OUT035,835.39545
FDW08,OUT045,1675.7606
NCU29,OUT017,2503.5664
NCE06,OUT013,2591.604
FDV52,OUT010,376.06674
FDB02,OUT017,2946.7202
NCR18,OUT045,703.5634
FDK16,OUT049,1530.9514
NCQ29,OUT010,721.37915
FDZ01,OUT019,327.34622
FDW27,OUT035,2610.982
FDD17,OUT018,3462.2874
FDW39,OUT013,2903.207
DRH59,OUT045,1179.1747
FDS52,OUT013,1680.2169
FDU40,OUT027,5225.25
NCF54,OUT013,2896.2866
FDH46,OUT045,1680.2169
NCP14,OUT049,1689.0128
FDH50,OUT049,3188.3994
DRF15,OUT010,357.12613
FDV27,OUT027,2339.3945
NCJ06,OUT049,2001.7689
FDN02,OUT018,3160.472
FDQ51,OUT049,828.6918
FDQ07,OUT017,3770.8086
FDS45,OUT049,1665.2087
NCJ06,OUT045,2057.0598
FDD36,OUT035,1920.6503
FDY25,OUT045,3175.1472
FDU52,OUT046,2467.3027
DRK47,OUT017,3888.195
NCL30,OUT017,2077.0667
FDN22,OUT035,4001.448
NCF30,OUT027,3262.928
FDK03,OUT035,4177.204
FDT45,OUT017,934.63367
NCC54,OUT027,5982.948
FDP08,OUT018,2842.0806
FDU44,OUT046,2591.604
DRG39,OUT035,923.46844
FDU32,OUT049,2083.37
FDY27,OUT049,2888.199
NCP54,OUT013,2070.118
NCZ41,OUT049,2053.426
DRL49,OUT013,2467.3027
FDI05,OUT018,1093.5833
FDY56,OUT045,3826.0188
DRC13,OUT013,2070.118
NCV29,OUT017,2968.2524
FDR24,OUT049,1430.5746
FDZ34,OUT018,2847.5847
FDP37,OUT035,2062.4219
FDX08,OUT027,4951.5576
FDS57,OUT045,2143.132
NCG18,OUT049,1693.4691
FDK25,OUT018,2467.201
FDH53,OUT049,1272.3224
DRI59,OUT018,3373.8362
FDA52,OUT046,2899.5835
FDT20,OUT010,67.84234
FDE36,OUT019,409.96143
FDI24,OUT017,2911.208
FDB28,OUT018,2947.5676
FDV11,OUT017,2918.9614
FDP01,OUT046,2387.8691
FDD34,OUT027,4174.5713
FDJ50,OUT027,1347.9868
FDZ44,OUT013,1901.2727
DRO59,OUT035,1264.0168
DRB48,OUT045,703.5634
FDR21,OUT018,2608.8774
NCE42,OUT010,425.42493
FDO23,OUT046,1513.2429
NCE30,OUT018,3138.36
FDQ22,OUT035,708.02875
FDY01,OUT045,1884.3871
FDS08,OUT017,2918.9614
FDG28,OUT018,3473.7195
FDQ51,OUT018,643.3459
FDB05,OUT017,4067.5232
FDO56,OUT049,1902.0956
FDE02,OUT018,1345.7786
FDN45,OUT017,3745.536
FDS09,OUT013,794.6569
NCA54,OUT018,2763.687
FDP09,OUT010,504.0667
FDC53,OUT045,1604.1427
NCM55,OUT017,3166.7664
FDL09,OUT018,2459.4731
FDA11,OUT019,313.44858
FDA50,OUT045,1504.7676
FDC23,OUT017,2933.7942
FDE22,OUT049,2637.0715
FDD23,OUT046,3147.3884
NCA29,OUT049,2937.2976
FDK38,OUT046,2467.3027
DRC13,OUT046,2070.118
NCP43,OUT049,2927.6685
FDX28,OUT049,1584.6782
FDF08,OUT049,1430.5746
FDZ33,OUT046,2467.3027
FDD10,OUT049,2861.2166
FDO58,OUT017,2635.4695
FDI50,OUT017,3915.9539
FDO58,OUT045,2585.1262
FDX08,OUT013,3022.6865
NCK17,OUT010,67.84234
FDF39,OUT035,4093.939
FDU45,OUT010,322.88992
NCJ18,OUT018,1683.7205
DRC27,OUT019,635.3944
DRC25,OUT035,1384.9086
FDU59,OUT035,2610.982
FDU28,OUT035,3169.2524
NCP30,OUT046,703.5634
FDB39,OUT018,739.14343
FDE41,OUT013,1353.1588
DRH11,OUT010,159.10797
FDA58,OUT045,3879.1428
FDU50,OUT046,1875.9117
FDM34,OUT013,2114.5066
FDM44,OUT027,2712.1082
FDR39,OUT045,3053.7678
FDM25,OUT045,2833.976
FDQ49,OUT049,2418.007
DRH25,OUT018,740.4726
FDM09,OUT027,4659.3857
FDL44,OUT019,431.9642
NCR42,OUT018,516.5574
DRL59,OUT046,912.56616
FDX43,OUT013,2722.6572
DRK47,OUT010,581.15076
FDU48,OUT018,1830.9786
FDY12,OUT045,816.0178
NCN43,OUT018,1786.5898
NCM55,OUT018,2847.5847
FDQ21,OUT027,3369.9302
FDX13,OUT035,4071.8857
NCK30,OUT027,6030.9224
FDG20,OUT049,2905.0823
DRG27,OUT017,715.0439
FDY14,OUT018,3706.6064
FDP59,OUT035,1521.0747
FDU60,OUT017,2766.5227
NCC18,OUT019,433.2721
DRJ39,OUT017,3527.493
FDS07,OUT049,1897.6393
FDM08,OUT027,5753.4033
FDP51,OUT045,2053.2322
FDU16,OUT035,1370.5391
FDH12,OUT013,1675.7606
DRE48,OUT010,552.7518
NCL42,OUT027,5929.389
FDR21,OUT045,2847.9644
NCW29,OUT035,2163.8284
FDO11,OUT013,4123.7925
NCM31,OUT049,2128.124
FDV35,OUT019,365.6015
FDF58,OUT017,1025.369
NCE43,OUT049,2735.9094
FDA02,OUT035,2495.091
DRL37,OUT010,85.397995
FDR24,OUT018,1236.5231
FDW59,OUT049,1368.87
FDS22,OUT049,734.3712
FDW24,OUT017,834.81726
FDU24,OUT035,1532.6205
FDA21,OUT027,5162.531
FDH58,OUT027,3009.821
FDW36,OUT018,1455.3253
FDI45,OUT027,4715.0
FDU01,OUT018,2850.0708
FDF35,OUT027,2653.1016
FDU43,OUT019,539.3917
