Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCX06,OUT049,2422.3403
FDC37,OUT027,2297.3486
FDZ14,OUT018,2083.5413
DRG49,OUT049,2694.6487
NCG06,OUT045,2708.2344
DRC36,OUT045,2401.8196
FDV21,OUT019,1620.5072
FDB53,OUT046,2313.5593
DRP47,OUT019,1698.1891
FDA14,OUT013,2309.3196
DRC24,OUT035,2313.5593
FDW21,OUT018,1982.4208
NCH29,OUT046,2000.8445
FDU58,OUT013,2422.3403
FDY27,OUT017,2413.61
FDV56,OUT035,2001.6244
FDT59,OUT046,2691.779
FDB23,OUT046,2691.779
FDR49,OUT045,1752.0074
FDB03,OUT010,1697.7716
FDN39,OUT045,2313.5593
FDX02,OUT027,3246.085
FDQ16,OUT027,2297.3486
FDU35,OUT018,1982.4208
NCT29,OUT013,2104.1138
FDZ27,OUT046,1752.0074
FDN57,OUT017,2108.553
FDA03,OUT018,2276.29
FDZ36,OUT045,2419.281
NCU05,OUT013,1934.8059
FDT39,OUT018,2287.5623
FDK60,OUT017,2001.6244
FDZ25,OUT017,2350.4314
FDG12,OUT046,2108.553
DRB01,OUT019,1671.0743
NCC43,OUT027,3337.2441
FDX13,OUT019,1688.7644
FDM22,OUT049,1786.2446
FDJ03,OUT027,1912.2205
FDU14,OUT018,2535.615
FDB33,OUT010,1656.9991
FDP27,OUT046,2419.281
FDO38,OUT010,1578.9835
FDE28,OUT027,3336.0015
FDO27,OUT035,2001.6244
DRL23,OUT027,2297.3486
FDS28,OUT046,1787.6241
FDX24,OUT013,2003.7731
FDZ02,OUT035,2001.6244
FDL46,OUT045,2108.553
FDS60,OUT027,3043.145
NCO06,OUT017,1745.7838
FDO16,OUT035,1990.6173
FDC60,OUT049,1992.766
FDA48,OUT018,2523.6343
FDZ36,OUT027,2951.9583
FDK27,OUT045,2108.553
FDW23,OUT018,1728.2786
FDM14,OUT018,1982.4208
FDM14,OUT013,2003.7731
FDW60,OUT018,2381.3567
FDE21,OUT013,2104.8938
NCM42,OUT035,2001.6244
FDY59,OUT010,1588.019
DRI49,OUT049,1935.5858
FDT28,OUT019,1630.0249
FDQ22,OUT018,1728.2786
FDR60,OUT049,1908.7754
FDC50,OUT019,1602.3424
FDV24,OUT013,2309.3196
DRF48,OUT010,1702.6259
FDQ47,OUT046,1745.7838
DRN36,OUT049,2003.7731
NCY06,OUT035,2108.553
FDE52,OUT035,1990.6173
NCB54,OUT045,2124.402
NCF31,OUT035,2313.5593
FDJ08,OUT027,3034.2253
NCC07,OUT017,2001.6244
NCD19,OUT027,2023.1859
FDL46,OUT049,2104.8938
FDM20,OUT045,2691.779
NCI06,OUT010,1663.4866
DRM11,OUT035,2708.2344
NCH07,OUT018,2287.5623
FDS23,OUT013,2104.8938
FDO49,OUT018,1734.5022
FDS35,OUT049,1835.9692
DRK39,OUT045,1972.4767
DRI39,OUT049,1786.2446
FDV04,OUT017,2313.5593
NCN14,OUT035,2419.281
FDH08,OUT013,2694.6487
FDS20,OUT046,2419.281
FDV40,OUT049,1855.1128
FDZ48,OUT010,1607.6324
FDS24,OUT027,2297.3486
FDK44,OUT049,2397.5798
FDS48,OUT045,2313.5593
FDK26,OUT010,1717.1014
FDD23,OUT045,2419.281
NCH54,OUT017,2313.5593
NCP14,OUT010,1598.1652
FDM60,OUT010,1554.9208
FDV24,OUT017,2313.5593
FDH08,OUT018,2523.6343
FDS12,OUT027,2467.8232
FDR39,OUT027,3043.145
FDP12,OUT027,1864.5009
DRF60,OUT027,3336.0015
FDC09,OUT035,2001.6244
FDF50,OUT018,2424.7886
FDG28,OUT035,2691.779
NCE19,OUT017,1787.6241
NCM53,OUT010,1610.1521
NCN18,OUT049,2003.7731
FDF32,OUT035,2419.281
FDF11,OUT013,2694.6487
DRI59,OUT049,2694.6487
NCG54,OUT035,2350.4314
FDM44,OUT046,2001.6244
FDT57,OUT018,2523.6343
FDV24,OUT046,2313.5593
FDI50,OUT019,1688.3469
FDS09,OUT035,1758.8939
NCC31,OUT027,2771.094
FDQ07,OUT019,1708.6605
FDC22,OUT017,2419.281
FDZ56,OUT046,2350.4314
FDZ40,OUT019,1582.4753
FDS46,OUT027,2483.5706
DRD24,OUT045,2108.553
FDV45,OUT017,2419.281
FDL26,OUT045,2313.5593
FDA56,OUT018,2083.5413
FDN27,OUT046,2108.553
FDM20,OUT049,2694.6487
FDO16,OUT017,1972.4767
FDL03,OUT035,2419.281
FDE58,OUT046,2108.553
FDI02,OUT027,2467.8232
NCC55,OUT019,1555.4264
FDR03,OUT018,2521.0876
FDB14,OUT017,2001.6244
FDR45,OUT013,2694.6487
NCN07,OUT017,2108.553
FDM51,OUT019,1605.3871
FDT52,OUT027,3336.0015
FDL26,OUT046,2313.5593
NCZ42,OUT046,2691.779
DRI47,OUT019,1635.008
FDW40,OUT013,2104.8938
FDN34,OUT046,2350.4314
FDS01,OUT035,2413.61
NCG55,OUT045,2108.553
FDC11,OUT035,1990.6173
FDX35,OUT018,2523.6343
NCB06,OUT046,2308.0557
FDR09,OUT019,1696.6409
FDC53,OUT017,2001.6244
FDY45,OUT013,2711.104
FDA22,OUT010,1640.9082
FDE02,OUT035,2001.6244
FDW21,OUT045,2001.6244
FDV34,OUT046,1837.3488
FDS59,OUT049,2003.7731
NCW17,OUT017,2124.402
NCK54,OUT046,2108.553
FDG17,OUT019,1693.8712
FDG35,OUT017,2397.0005
FDD08,OUT010,1554.8876
NCO07,OUT017,2691.779
FDJ10,OUT010,1606.3806
FDW36,OUT017,2001.6244
FDW21,OUT010,1588.006
FDY19,OUT017,2108.553
DRE03,OUT013,1750.6279
NCC55,OUT049,1744.4043
FDH52,OUT010,1575.5658
FDO09,OUT017,2708.2344
FDU43,OUT045,2691.779
FDX09,OUT010,1656.592
FDH40,OUT019,1594.66
FDW58,OUT017,2001.6244
FDC47,OUT017,2691.779
NCR41,OUT035,2000.8445
DRG49,OUT035,2691.779
FDC52,OUT027,2825.1533
FDY13,OUT046,1837.3488
FDY35,OUT013,1744.4043
FDI35,OUT017,2419.281
NCU18,OUT049,2104.8938
FDY33,OUT018,2287.5623
FDC15,OUT027,2782.6716
FDU01,OUT049,2422.3403
NCU42,OUT046,2350.4314
NCV29,OUT018,2381.3567
NCY30,OUT017,2419.281
FDQ46,OUT049,2003.7731
FDG58,OUT027,2798.2341
FDK33,OUT017,2691.779
NCD07,OUT045,2108.553
NCX29,OUT027,2744.864
NCT42,OUT013,2309.3196
DRN59,OUT035,1752.0074
FDI44,OUT035,1908.0062
FDA45,OUT049,2409.3704
FDP31,OUT045,1837.3488
FDY01,OUT046,2108.553
FDT09,OUT018,2083.5413
DRH03,OUT027,2297.3486
FDA36,OUT018,2394.3267
NCF31,OUT017,2313.5593
FDG14,OUT049,2309.3196
FDG28,OUT027,3336.0015
FDU14,OUT049,2711.104
FDY47,OUT019,1611.5969
FDI56,OUT049,1992.766
DRD01,OUT013,1786.2446
FDM22,OUT046,1787.6241
FDH33,OUT013,1744.4043
DRZ24,OUT013,2104.8938
NCQ38,OUT046,2001.6244
FDO16,OUT027,2270.1926
FDU07,OUT027,2783.845
NCB07,OUT013,2422.3403
FDU48,OUT045,2108.553
NCM43,OUT045,2313.5593
FDR31,OUT010,1622.368
DRK49,OUT018,1728.2786
NCI30,OUT010,1692.2852
DRD60,OUT017,2419.281
NCG19,OUT046,2691.779
FDH12,OUT035,2001.6244
FDM32,OUT035,2001.6244
FDM27,OUT035,2313.5593
NCU53,OUT027,2744.6855
NCQ18,OUT046,2001.6244
FDS10,OUT013,2422.3403
FDB33,OUT027,2831.0278
FDI12,OUT013,1992.766
NCW42,OUT013,2694.6487
NCC06,OUT018,2083.5413
FDW02,OUT017,2108.553
NCD43,OUT017,2001.6244
FDM57,OUT018,1956.3463
FDA58,OUT017,2691.779
FDK56,OUT046,2419.281
FDP52,OUT045,2691.779
FDW20,OUT018,2083.5413
FDS52,OUT049,2003.7731
NCT29,OUT018,2083.5413
NCL54,OUT013,2409.3704
FDC05,OUT045,2419.281
FDF34,OUT035,2419.281
FDP03,OUT027,2461.0098
FDD32,OUT010,1583.9741
FDZ10,OUT045,2108.553
FDZ40,OUT035,1787.6241
FDD51,OUT018,1728.2786
NCY30,OUT019,1659.4962
FDP58,OUT017,2691.779
FDV49,OUT017,2708.2344
FDY24,OUT019,1564.5317
NCO55,OUT017,2001.6244
FDR13,OUT017,2108.553
FDS51,OUT017,1837.3488
FDP26,OUT045,2001.6244
NCB54,OUT027,2474.8813
FDF32,OUT017,2419.281
FDN31,OUT018,2403.9595
DRM48,OUT017,1745.7838
FDN20,OUT049,2346.1917
DRL01,OUT046,2691.779
FDV56,OUT049,2003.7731
DRH13,OUT027,2290.7166
FDA03,OUT017,2313.5593
FDF47,OUT027,3310.6824
FDX32,OUT046,2313.5593
FDX57,OUT049,2003.7731
NCA30,OUT045,2419.281
FDO49,OUT013,1750.6279
FDL04,OUT019,1604.3575
DRM48,OUT035,1745.7838
FDR16,OUT013,2681.6633
NCC19,OUT018,2403.9595
NCE42,OUT045,2673.785
FDY24,OUT017,1787.6241
FDH19,OUT049,2397.5798
FDJ46,OUT013,2397.5798
FDN45,OUT010,1699.4836
FDY08,OUT035,2108.553
FDZ37,OUT035,1990.6173
NCT30,OUT045,1752.0074
DRY23,OUT018,1728.2786
NCZ30,OUT018,2083.5413
FDC44,OUT018,2083.5413
FDB45,OUT035,2001.6244
FDY04,OUT013,2309.3196
FDM27,OUT046,2313.5593
FDZ43,OUT017,2691.779
FDT39,OUT019,1653.435
NCC06,OUT019,1613.3431
FDL15,OUT027,2812.5725
FDL57,OUT017,2708.2344
FDU08,OUT046,2001.6244
FDK40,OUT017,2708.2344
FDQ12,OUT010,1693.0782
FDS48,OUT017,2313.5593
FDP09,OUT045,2691.779
FDW21,OUT049,2003.7731
FDY25,OUT035,2419.281
DRE13,OUT017,1990.6173
FDV43,OUT019,1555.4921
FDD22,OUT045,2007.4323
FDM46,OUT019,1600.2404
NCO30,OUT010,1673.6416
FDM25,OUT046,2401.8196
NCN41,OUT049,2104.1138
FDU24,OUT045,2001.6244
FDZ50,OUT046,2419.281
FDP45,OUT013,2711.104
NCM54,OUT045,2108.553
FDW10,OUT019,1661.3378
FDP20,OUT017,2108.553
FDK32,OUT046,2313.5593
FDN52,OUT049,1992.766
FDM58,OUT045,2001.6244
FDZ46,OUT027,2483.5706
NCA18,OUT018,2083.5413
FDD35,OUT046,2108.553
NCK31,OUT035,1752.0074
FDI40,OUT027,2301.3623
FDT50,OUT019,1600.4255
NCT06,OUT046,2313.5593
FDT31,OUT035,2419.281
FDT45,OUT049,1786.2446
FDT13,OUT045,2419.281
FDO50,OUT045,2001.6244
NCU18,OUT010,1609.8993
NCR54,OUT049,2422.3403
NCO18,OUT018,2381.3567
FDU09,OUT045,1787.6241
FDT13,OUT018,2394.3267
FDE09,OUT046,2007.4323
NCK53,OUT019,1606.4116
FDG45,OUT049,2681.6633
DRH15,OUT035,1745.7838
FDO21,OUT019,1697.9813
FDD14,OUT027,3032.8591
FDC09,OUT046,2001.6244
FDH45,OUT027,1875.2334
FDV32,OUT046,1837.3488
FDG12,OUT035,2108.553
FDS32,OUT013,2104.8938
NCL55,OUT018,2535.615
DRE01,OUT035,2691.779
DRE15,OUT049,1908.7754
NCL42,OUT045,2691.779
FDP31,OUT013,1835.9692
FDN33,OUT018,1982.4208
FDZ59,OUT046,2313.5593
FDE45,OUT010,1656.592
FDJ07,OUT013,2104.8938
FDQ45,OUT018,2394.3267
FDM33,OUT027,3194.203
FDO15,OUT010,1581.8132
FDM46,OUT013,2003.7731
FDR03,OUT045,2691.779
FDY49,OUT018,2300.14
FDQ60,OUT045,2108.553
FDW10,OUT049,2397.5798
FDO51,OUT049,1744.4043
FDJ40,OUT018,1982.4208
FDS20,OUT018,2394.3267
FDU45,OUT013,2039.3876
FDV02,OUT035,2350.4314
FDN09,OUT046,2691.779
NCM55,OUT027,3054.7605
FDN23,OUT018,2276.29
FDY31,OUT010,1622.368
FDW03,OUT010,1599.9589
FDD14,OUT046,2414.462
FDV23,OUT017,2108.553
DRI03,OUT045,2401.8196
FDN13,OUT035,2001.6244
FDF45,OUT027,2057.093
FDU46,OUT035,1990.6173
FDB57,OUT049,2694.6487
FDV12,OUT049,2003.7731
FDQ58,OUT013,2309.3196
NCA18,OUT017,2108.553
FDH52,OUT049,1835.9692
FDM24,OUT018,2287.5623
NCP43,OUT027,3043.145
NCO18,OUT019,1656.9032
FDM32,OUT017,2001.6244
NCL07,OUT017,1745.7838
FDK03,OUT013,2711.104
FDP59,OUT017,2001.6244
FDQ24,OUT049,2711.104
FDQ16,OUT018,1982.4208
FDU44,OUT013,2309.3196
FDH28,OUT010,1555.4866
FDV28,OUT019,1555.3202
FDM22,OUT045,1787.6241
FDR56,OUT046,2419.281
FDV39,OUT049,2422.3403
FDU37,OUT019,1590.101
FDQ11,OUT010,1710.9299
FDX02,OUT045,2691.779
NCS42,OUT018,1982.4208
FDY57,OUT027,2296.066
FDB21,OUT049,2694.6487
FDE28,OUT017,2691.779
FDQ55,OUT017,2108.553
FDA48,OUT049,2694.6487
FDZ19,OUT045,2401.8196
NCC43,OUT045,2708.2344
NCV18,OUT046,1972.4767
NCA42,OUT018,2287.5623
FDY45,OUT046,2708.2344
NCC30,OUT045,2419.281
FDM57,OUT013,1992.766
FDL09,OUT010,1646.2037
FDB09,OUT027,2482.1548
FDT44,OUT035,2108.553
NCT06,OUT027,2811.1047
FDX26,OUT049,2422.3403
FDK32,OUT013,2309.3196
DRA12,OUT046,2115.7722
FDO46,OUT010,1674.0425
FDE52,OUT013,1992.766
NCH42,OUT045,2691.779
FDV08,OUT035,1745.7838
FDB47,OUT018,2521.0876
FDC28,OUT010,1606.3806
FDD22,OUT046,2108.553
FDS07,OUT027,2482.1548
DRI13,OUT045,2691.779
FDG32,OUT018,2523.6343
FDU14,OUT017,2708.2344
FDD28,OUT019,1575.5945
NCP41,OUT017,2000.8445
FDS08,OUT049,2397.5798
FDX47,OUT045,2313.5593
FDC53,OUT019,1600.6263
FDQ19,OUT035,2691.779
FDL14,OUT045,2313.5593
FDM33,OUT019,1699.4836
FDA51,OUT045,2108.553
FDZ27,OUT018,1734.5022
FDT04,OUT046,1745.7838
DRC13,OUT049,2104.8938
FDR16,OUT027,3122.9324
FDQ03,OUT027,3328.0608
FDE38,OUT035,2338.687
DRH23,OUT027,2034.1321
FDT11,OUT019,1697.4861
FDD09,OUT035,2419.281
FDR40,OUT045,1972.4767
FDX07,OUT017,2419.281
FDR07,OUT035,2001.6244
FDA51,OUT017,2108.553
FDT59,OUT019,1696.2234
FDF20,OUT017,2419.281
FDR13,OUT045,2108.553
FDY26,OUT049,2681.6633
FDW04,OUT017,2108.553
FDK52,OUT017,2691.779
FDN60,OUT049,2309.3196
FDM09,OUT019,1655.7139
FDP46,OUT049,1992.766
FDB50,OUT019,1589.6941
NCQ29,OUT049,2705.6003
FDP16,OUT027,3338.8643
FDX33,OUT018,2287.5623
FDP07,OUT010,1677.3627
FDN22,OUT046,2708.2344
FDF39,OUT049,2711.104
FDS21,OUT017,1837.3488
NCM42,OUT013,2003.7731
FDK50,OUT019,1642.7498
DRF13,OUT027,2783.845
FDH35,OUT018,2287.5623
FDP60,OUT018,1982.4208
DRJ49,OUT027,2468.2493
NCT42,OUT019,1636.0471
FDE38,OUT049,2334.4473
FDI04,OUT049,2422.3403
NCH54,OUT045,2313.5593
FDT56,OUT049,1832.7463
DRD15,OUT018,2523.6343
FDV58,OUT013,2422.3403
FDP21,OUT049,2422.3403
FDH05,OUT013,2694.6487
FDR10,OUT027,2863.9724
NCP06,OUT045,2308.7402
FDF33,OUT049,2003.7731
DRK37,OUT013,2422.3403
DRH49,OUT045,1972.4767
FDT58,OUT013,2334.4473
FDD41,OUT018,1982.4208
FDP40,OUT018,1982.4208
FDM51,OUT027,2297.3486
FDO45,OUT010,1582.344
FDW33,OUT010,1599.4332
FDY24,OUT045,1787.6241
FDB10,OUT010,1694.7211
FDM40,OUT035,2108.553
NCI06,OUT017,2419.281
FDW12,OUT019,1622.5491
FDX48,OUT027,2812.5725
NCW05,OUT027,2301.3623
FDX27,OUT017,2001.6244
DRM37,OUT045,2419.281
FDA38,OUT045,2691.779
FDR36,OUT046,1745.7838
FDZ45,OUT046,2419.281
FDG05,OUT017,2313.5593
FDK28,OUT013,2711.104
FDV47,OUT045,1990.6173
FDN21,OUT045,2313.5593
FDP20,OUT027,2482.1548
FDI35,OUT045,2419.281
DRY23,OUT013,1744.4043
FDA56,OUT017,2108.553
FDB09,OUT013,2104.8938
NCO26,OUT027,2467.8232
FDQ49,OUT018,2287.5623
FDI52,OUT027,2467.8232
FDZ44,OUT027,2482.1548
FDZ09,OUT018,2287.5623
FDY03,OUT049,2104.8938
NCG42,OUT017,2108.553
DRI13,OUT027,3212.6567
FDQ32,OUT013,2104.8938
FDW16,OUT035,2001.6244
FDU27,OUT046,1752.0074
FDR28,OUT010,1645.7023
FDQ49,OUT010,1635.6398
FDS37,OUT046,2108.553
FDW26,OUT018,2523.6343
FDX12,OUT018,2523.6343
NCP06,OUT013,2309.3196
FDW45,OUT010,1623.6199
NCN30,OUT049,2003.7731
FDN24,OUT049,1786.2446
NCL41,OUT027,1867.6035
FDR02,OUT019,1612.8488
FDD09,OUT010,1668.5724
FDS33,OUT010,1584.188
FDU22,OUT045,2108.553
FDI53,OUT013,2309.3196
DRH01,OUT049,2397.5798
FDX32,OUT013,2112.113
NCP30,OUT018,1728.2786
FDB60,OUT045,2419.281
FDB14,OUT049,2003.7731
NCP02,OUT035,1787.6241
FDJ10,OUT017,2108.553
FDG34,OUT046,2001.6244
NCB18,OUT017,1990.6173
FDM16,OUT049,1835.9692
FDW25,OUT018,1956.3463
FDB35,OUT010,1588.8022
DRN11,OUT013,2112.113
FDF41,OUT019,1696.8595
FDH16,OUT045,1990.6173
NCQ50,OUT018,2521.0876
DRH23,OUT018,1770.1189
DRJ37,OUT013,2309.3196
DRJ24,OUT027,3054.7605
FDY16,OUT035,2419.281
FDQ27,OUT045,2001.6244
FDZ33,OUT045,2313.5593
FDF29,OUT045,2108.553
FDA08,OUT049,2309.3196
FDG31,OUT046,1837.3488
FDE34,OUT019,1673.883
NCR30,OUT027,2062.2258
FDV33,OUT035,2708.2344
DRZ24,OUT018,2083.5413
NCL54,OUT035,2401.8196
FDR12,OUT049,2397.5798
NCC54,OUT046,2686.2754
DRN59,OUT013,1750.6279
FDX50,OUT019,1611.8192
FDV31,OUT027,3054.7605
NCA29,OUT027,2862.0786
FDW60,OUT049,2409.3704
FDX08,OUT017,2419.281
DRD49,OUT013,2694.6487
FDD33,OUT046,2691.779
FDW35,OUT013,1744.4043
FDJ36,OUT017,2001.6244
FDV51,OUT035,2326.137
FDW36,OUT046,2001.6244
FDH35,OUT046,2313.5593
NCS30,OUT027,2468.0679
FDN49,OUT017,1745.7838
FDL08,OUT018,2523.6343
FDI09,OUT013,2694.6487
FDP19,OUT018,2083.5413
FDU21,OUT010,1554.9445
NCP41,OUT045,2000.8445
FDY10,OUT013,2039.3876
FDP12,OUT018,1728.2786
NCN26,OUT049,2104.8938
FDK44,OUT013,2397.5798
FDC28,OUT049,2003.7731
FDJ41,OUT027,3355.698
NCT29,OUT035,2107.773
NCH42,OUT019,1689.0134
FDU60,OUT018,2306.4336
FDS02,OUT045,2419.281
FDC51,OUT046,2108.553
FDU03,OUT013,2422.3403
FDX39,OUT045,2691.779
NCY05,OUT010,1555.6534
NCL06,OUT027,3328.0608
FDD32,OUT035,1913.1208
NCN41,OUT045,2107.773
NCX53,OUT049,2120.743
FDU57,OUT019,1631.3265
FDQ23,OUT046,2001.6244
FDQ52,OUT045,2708.2344
FDC14,OUT045,1745.7838
FDY09,OUT035,2413.61
FDQ28,OUT045,2313.5593
FDV25,OUT046,2691.779
FDJ07,OUT035,2108.553
DRB25,OUT049,2003.7731
FDK52,OUT019,1701.2046
FDY52,OUT027,2051.2798
FDB28,OUT046,2419.281
FDT36,OUT035,1745.7838
FDV25,OUT017,2691.779
NCN07,OUT027,2474.8813
FDC57,OUT017,2419.281
FDQ03,OUT018,2523.6343
FDU23,OUT017,2338.687
NCX41,OUT035,2686.2754
NCD06,OUT035,1752.0074
FDW08,OUT045,2001.6244
NCU29,OUT017,2308.0557
NCE06,OUT013,2309.3196
FDV52,OUT010,1607.6324
FDB02,OUT017,2413.61
NCR18,OUT045,1745.7838
FDK16,OUT049,2003.7731
NCQ29,OUT010,1703.9572
FDZ01,OUT019,1601.4095
FDW27,OUT035,2313.5593
FDD17,OUT018,2523.6343
FDW39,OUT013,2409.3704
DRH59,OUT045,1837.3488
FDS52,OUT013,2003.7731
FDU40,OUT027,3287.488
NCF54,OUT013,2397.5798
FDH46,OUT045,2001.6244
NCP14,OUT049,2003.7731
FDH50,OUT049,2422.3403
DRF15,OUT010,1634.2539
FDV27,OUT027,2297.3486
NCJ06,OUT049,2104.8938
FDN02,OUT018,2521.0876
FDQ51,OUT049,1750.6279
FDQ07,OUT017,2691.779
FDS45,OUT049,2003.7731
NCJ06,OUT045,2108.553
FDD36,OUT035,2108.553
FDY25,OUT045,2419.281
FDU52,OUT046,2313.5593
DRK47,OUT017,2691.779
NCL30,OUT017,2108.553
FDN22,OUT035,2708.2344
NCF30,OUT027,2467.8232
FDK03,OUT035,2708.2344
FDT45,OUT017,1787.6241
NCC54,OUT027,3331.0137
FDP08,OUT018,2403.9595
FDU44,OUT046,2313.5593
DRG39,OUT035,1787.6241
FDU32,OUT049,2104.8938
FDY27,OUT049,2422.3403
NCP54,OUT013,2104.8938
NCZ41,OUT049,2104.1138
DRL49,OUT013,2309.3196
FDI05,OUT018,1896.7386
FDY56,OUT045,2691.779
DRC13,OUT013,2104.8938
NCV29,OUT017,2413.7773
FDR24,OUT049,1992.766
FDZ34,OUT018,2403.9595
FDP37,OUT035,2108.553
FDX08,OUT027,3062.411
FDS57,OUT045,2108.553
NCG18,OUT049,2003.7731
FDK25,OUT018,2318.178
FDH53,OUT049,1935.5858
DRI59,OUT018,2523.6343
FDA52,OUT046,2413.61
FDT20,OUT010,1555.3248
FDE36,OUT019,1651.0165
FDI24,OUT017,2401.8196
FDB28,OUT018,2424.7886
FDV11,OUT017,2413.61
FDP01,OUT046,2308.7402
FDD34,OUT027,2781.1853
FDJ50,OUT027,1909.122
FDZ44,OUT013,2104.8938
DRO59,OUT035,1856.4923
DRB48,OUT045,1745.7838
FDR21,OUT018,2369.5662
NCE42,OUT010,1692.2852
FDO23,OUT046,2001.6244
NCE30,OUT018,2521.0876
FDQ22,OUT035,1745.7838
FDY01,OUT045,2108.553
FDS08,OUT017,2413.61
FDG28,OUT018,2523.6343
FDQ51,OUT018,1734.5022
FDB05,OUT017,2708.2344
FDO56,OUT049,2104.8938
FDE02,OUT018,1982.4208
FDN45,OUT017,2691.779
FDS09,OUT013,1750.6279
NCA54,OUT018,2394.3267
FDP09,OUT010,1684.8196
FDC53,OUT045,2001.6244
NCM55,OUT017,2419.281
FDL09,OUT018,2318.178
FDA11,OUT019,1600.0057
FDA50,OUT045,2001.6244
FDC23,OUT017,2419.281
FDE22,OUT049,2309.3196
FDD23,OUT046,2419.281
NCA29,OUT049,2397.5798
FDK38,OUT046,2313.5593
DRC13,OUT046,2108.553
NCP43,OUT049,2422.3403
FDX28,OUT049,2003.7731
FDF08,OUT049,1992.766
FDZ33,OUT046,2313.5593
FDD10,OUT049,2422.3403
FDO58,OUT017,2313.5593
FDI50,OUT017,2691.779
FDO58,OUT045,2313.5593
FDX08,OUT013,2422.3403
NCK17,OUT010,1555.3198
FDF39,OUT035,2708.2344
FDU45,OUT010,1607.6324
NCJ18,OUT018,2083.5413
DRC27,OUT019,1696.6409
DRC25,OUT035,1990.6173
FDU59,OUT035,2313.5593
FDU28,OUT035,2419.281
NCP30,OUT046,1745.7838
FDB39,OUT018,1770.1189
FDE41,OUT013,1992.766
DRH11,OUT010,1574.8812
FDA58,OUT045,2691.779
FDU50,OUT046,2108.553
FDM34,OUT013,2104.8938
FDM44,OUT027,2290.7197
FDR39,OUT045,2419.281
FDM25,OUT045,2401.8196
FDQ49,OUT049,2309.3196
DRH25,OUT018,1770.1189
FDM09,OUT027,2808.3254
FDL44,OUT019,1656.3773
NCR42,OUT018,1728.2786
DRL59,OUT046,1787.6241
FDX43,OUT013,2346.1917
DRK47,OUT010,1691.6072
FDU48,OUT018,2083.5413
FDY12,OUT045,1752.0074
NCN43,OUT018,2083.5413
NCM55,OUT018,2394.3267
FDQ21,OUT027,2483.5706
FDX13,OUT035,2708.2344
NCK30,OUT027,3328.0608
FDG20,OUT049,2397.5798
DRG27,OUT017,1745.7838
FDY14,OUT018,2535.615
FDP59,OUT035,2001.6244
FDU60,OUT017,2350.4314
NCC18,OUT019,1659.1184
DRJ39,OUT017,2691.779
FDS07,OUT049,2104.8938
FDM08,OUT027,3254.0256
FDP51,OUT045,2108.553
FDU16,OUT035,1972.4767
FDH12,OUT013,2003.7731
DRE48,OUT010,1671.0743
NCL42,OUT027,3338.8643
FDR21,OUT045,2413.61
NCW29,OUT035,2124.402
FDO11,OUT013,2711.104
NCM31,OUT049,2104.8938
FDV35,OUT019,1632.5215
FDF58,OUT017,1837.3488
NCE43,OUT049,2346.1917
FDA02,OUT035,2313.5593
DRL37,OUT010,1557.4463
FDR24,OUT018,1982.4208
FDW59,OUT049,1974.6254
FDS22,OUT049,1744.4043
